catalogue_release,catalogue_view,stratum_type,stratum_value,n_rows,n_measurements_represented,n_physical_objects,redshift_min,redshift_max,log_mbh_min,log_mbh_median,log_mbh_max,n_lrd,n_non_lrd,n_lrd_not_reported,stratum_identity_basis,demographic_inference_allowed,selection_function_note,input_catalogue_release,n_lrd_any_measurement,n_lrd_preferred_measurement,n_lrd_cross_source_only,lrd_count_basis
v5-blagn,physical_object,survey_field,ASPIRE/J1526M2050,3,3,3,4.1573,4.8751,7.43,7.85,8.07,3,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,3,3,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,ASPIRE/J2002M3013,1,1,1,4.9461,4.9461,7.71,7.71,7.71,1,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,1,1,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,ASPIRE/J2132P1217,1,1,1,4.925,4.925,7.11,7.11,7.11,1,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,1,1,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,ASPIRE/J2232P2930,3,3,3,4.1349,4.7061,6.78,7.31,7.85,3,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,3,3,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,CEERS/EGS,7,11,7,4.478,6.936,6.75,7.29,7.99122608,2,2,3,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,2,2,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,EIGER/J0100,4,4,4,4.349,4.941,7.35,7.45,7.53,4,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,4,4,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,EIGER/J0148,3,3,3,4.163,5.019,6.91,7.11,7.32,3,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,3,3,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,EIGER/J1120,2,2,2,4.897,4.967,7.56,7.605,7.65,2,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,2,2,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,EIGER/J1148,3,3,3,4.277,5.011,7.59,7.79,7.92,3,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,3,3,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,FRESCO/GOODS-N,7,7,7,5.086,5.538,7.21,7.58,8.55,7,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,7,7,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,GLASS/Abell-2744,2,2,2,4.015,4.583,6.36172784,6.464964780000001,6.56820172,0,0,2,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,0,0,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,JADES/not_reported,23,24,23,4.133,8.913,6.06,7.33,8.57,0,0,23,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,1,0,1,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,RUBIES/EGS,14,16,14,4.222,6.685,6.49,7.355,8.3,7,7,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,7,7,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,RUBIES/UDS,18,18,18,4.0,6.778,6.43,7.175,8.06,8,10,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,8,8,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,measurement,object_class,broad-line-agn,106,106,99,4.0,8.913,6.06,7.4,8.57,53,20,33,measurement-row metadata,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,53,53,0,measurement-row phenotype
v5-blagn,measurement,evidence_status,candidate_accreting_mbh,1,1,1,6.685,6.685,8.26,8.26,8.26,1,0,0,measurement-row metadata,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,1,1,0,measurement-row phenotype
v5-blagn,measurement,evidence_status,probable_accreting_mbh,9,9,9,4.1573,8.913,6.19,7.43,7.87,3,1,5,measurement-row metadata,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,3,3,0,measurement-row phenotype
v5-blagn,measurement,evidence_status,secure_accreting_mbh,96,96,90,4.0,6.936,6.06,7.375,8.57,49,19,28,measurement-row metadata,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,49,49,0,measurement-row phenotype
v5-blagn,measurement,spectroscopic_type,type1_broad_line,106,106,99,4.0,8.913,6.06,7.4,8.57,53,20,33,measurement-row metadata,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,53,53,0,measurement-row phenotype
v5-blagn,measurement,growth_ranking_eligibility,true,106,106,99,4.0,8.913,6.06,7.4,8.57,53,20,33,measurement-row metadata,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,53,53,0,measurement-row phenotype
v5-blagn,measurement,primary_growth_ranking_population,false,1,1,1,6.685,6.685,8.26,8.26,8.26,1,0,0,measurement-row metadata,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,1,1,0,measurement-row phenotype
v5-blagn,measurement,primary_growth_ranking_population,true,105,105,98,4.0,8.913,6.06,7.39,8.57,52,20,33,measurement-row metadata,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,52,52,0,measurement-row phenotype
v5-blagn,physical_object,object_class,broad-line-agn,99,106,99,4.0,8.913,6.06,7.39,8.57,53,19,27,preferred-measurement taxonomy; phenotype tags union linked measurements,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,53,52,1,any linked designation with missingness preserved; preferred attribution reported separately
v5-blagn,physical_object,evidence_status,candidate_accreting_mbh,1,1,1,6.685,6.685,8.26,8.26,8.26,1,0,0,preferred-measurement taxonomy; phenotype tags union linked measurements,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,1,1,0,any linked designation with missingness preserved; preferred attribution reported separately
v5-blagn,physical_object,evidence_status,probable_accreting_mbh,9,11,9,4.1573,8.913,6.19,7.43,7.87,3,1,5,preferred-measurement taxonomy; phenotype tags union linked measurements,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,3,3,0,any linked designation with missingness preserved; preferred attribution reported separately
v5-blagn,physical_object,evidence_status,secure_accreting_mbh,89,94,89,4.0,6.936,6.06,7.35,8.57,49,18,22,preferred-measurement taxonomy; phenotype tags union linked measurements,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,49,48,1,any linked designation with missingness preserved; preferred attribution reported separately
v5-blagn,physical_object,spectroscopic_type,type1_broad_line,99,106,99,4.0,8.913,6.06,7.39,8.57,53,19,27,preferred-measurement taxonomy; phenotype tags union linked measurements,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,53,52,1,any linked designation with missingness preserved; preferred attribution reported separately
v5-blagn,physical_object,growth_ranking_eligibility,true,99,106,99,4.0,8.913,6.06,7.39,8.57,53,19,27,preferred-measurement taxonomy; phenotype tags union linked measurements,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,53,52,1,any linked designation with missingness preserved; preferred attribution reported separately
v5-blagn,physical_object,primary_growth_ranking_population,false,1,1,1,6.685,6.685,8.26,8.26,8.26,1,0,0,preferred-measurement taxonomy; phenotype tags union linked measurements,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,1,1,0,any linked designation with missingness preserved; preferred attribution reported separately
v5-blagn,physical_object,primary_growth_ranking_population,true,98,105,98,4.0,8.913,6.06,7.375,8.57,52,19,27,preferred-measurement taxonomy; phenotype tags union linked measurements,False,descriptive taxonomy stratum only: no completeness correction or demographic pooling,v5-blagn,52,51,1,any linked designation with missingness preserved; preferred attribution reported separately
