catalogue_release,catalogue_view,stratum_type,stratum_value,n_rows,n_measurements_represented,n_physical_objects,redshift_min,redshift_max,log_mbh_min,log_mbh_median,log_mbh_max,n_lrd,n_non_lrd,n_lrd_not_reported,stratum_identity_basis,demographic_inference_allowed,selection_function_note,input_catalogue_release,n_lrd_any_measurement,n_lrd_preferred_measurement,n_lrd_cross_source_only,lrd_count_basis
v5-blagn,physical_object,survey_field,ASPIRE/J2002M3013,1,1,1,4.9461,4.9461,7.71,7.71,7.71,1,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,1,1,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,ASPIRE/J2132P1217,1,1,1,4.925,4.925,7.11,7.11,7.11,1,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,1,1,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,ASPIRE/J2232P2930,3,3,3,4.1349,4.7061,6.78,7.31,7.85,3,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,3,3,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,CEERS/EGS,7,11,7,4.478,6.936,6.75,7.29,7.99122608,2,5,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,2,2,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,EIGER/J0100,4,4,4,4.349,4.941,7.35,7.45,7.53,4,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,4,4,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,EIGER/J0148,3,3,3,4.163,5.019,6.91,7.11,7.32,3,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,3,3,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,EIGER/J1120,2,2,2,4.897,4.967,7.56,7.605,7.65,2,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,2,2,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,EIGER/J1148,3,3,3,4.277,5.011,7.59,7.79,7.92,3,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,3,3,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,FRESCO/GOODS-N,7,7,7,5.086,5.538,7.21,7.58,8.55,7,0,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,7,7,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,GLASS/Abell-2744,2,2,2,4.015,4.583,6.36172784,6.464964780000001,6.56820172,0,2,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,0,0,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,JADES/not_reported,23,24,23,4.133,8.913,6.06,7.33,8.57,0,23,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,1,0,1,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,RUBIES/EGS,14,16,14,4.222,6.685,6.49,7.355,8.3,7,7,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,7,7,0,any linked measurement; source strata additionally report preferred-measurement attribution
v5-blagn,physical_object,survey_field,RUBIES/UDS,18,18,18,4.0,6.778,6.43,7.175,8.06,8,10,0,preferred-measurement metadata; n_measurements_represented includes linked alternates,False,descriptive stratum only: no cross-source completeness correction or demographic pooling,v5-blagn,8,8,0,any linked measurement; source strata additionally report preferred-measurement attribution
